TEAM_ID,NICKNAME,LEAGUE_ID,SEASON_ID,STANDINGSDATE,CONFERENCE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD
1610612759,Warriors,0,22019,2020-02-10,West,San Antonio,53,22,31,415,14-12,8-19
1610612756,Warriors,0,22019,2020-01-17,West,Phoenix,41,17,24,415,9-14,8-10
1610612756,Warriors,0,22019,2020-01-16,West,Phoenix,41,17,24,415,9-14,8-10
1610612757,Warriors,0,22019,2020-01-14,West,Portland,41,17,24,415,9-10,8-14
1610612757,Warriors,0,22019,2020-01-13,West,Portland,41,17,24,415,9-10,8-14
1610612757,Warriors,0,22019,2020-01-04,West,Portland,36,15,21,417,8-9,7-12
1610612757,Warriors,0,22019,2020-01-03,West,Portland,36,15,21,417,8-9,7-12
1610612740,Pelicans,0,22019,2020-02-20,West,New Orleans,55,23,32,418,11-17,12-15
1610612740,Pelicans,0,22019,2020-02-19,West,New Orleans,55,23,32,418,11-17,12-15
1610612740,Pelicans,0,22019,2020-02-18,West,New Orleans,55,23,32,418,11-17,12-15
1610612740,Pelicans,0,22019,2020-02-17,West,New Orleans,55,23,32,418,11-17,12-15
1610612740,Pelicans,0,22019,2020-02-16,West,New Orleans,55,23,32,418,11-17,12-15
1610612740,Pelicans,0,22019,2020-02-15,West,New Orleans,55,23,32,418,11-17,12-15
1610612740,Pelicans,0,22019,2020-02-14,West,New Orleans,55,23,32,418,11-17,12-15
1610612740,Pelicans,0,22019,2020-02-13,West,New Orleans,55,23,32,418,11-17,12-15
1610612751,Warriors,0,22019,2020-01-24,East,Brooklyn,43,18,25,419,11-12,7-13
1610612751,Warriors,0,22019,2020-01-23,East,Brooklyn,43,18,25,419,11-12,7-13
1610612756,Warriors,0,22019,2020-01-21,West,Phoenix,43,18,25,419,9-15,9-10
1610612756,Warriors,0,22019,2020-01-20,West,Phoenix,43,18,25,419,9-15,9-10
1610612757,Warriors,0,22019,2020-01-17,West,Portland,43,18,25,419,9-10,9-15
1610612758,Warriors,0,22019,2020-02-26,West,Sacramento,57,24,33,421,12-15,12-18
1610612758,Warriors,0,22019,2020-02-25,West,Sacramento,57,24,33,421,12-15,12-18
1610612759,Warriors,0,22019,2020-02-28,West,San Antonio,57,24,33,421,14-13,10-20
1610612759,Warriors,0,22019,2020-02-27,West,San Antonio,57,24,33,421,14-13,10-20
1610612759,Warriors,0,22019,2020-02-26,West,San Antonio,57,24,33,421,14-13,10-20
1610612757,Warriors,0,22019,2020-01-08,West,Portland,38,16,22,421,8-9,8-13
1610612757,Warriors,0,22019,2020-01-07,West,Portland,38,16,22,421,8-9,8-13
1610612763,Warriors,0,22019,2020-01-09,West,Memphis,38,16,22,421,8-12,8-10
1610612763,Warriors,0,22019,2020-01-08,West,Memphis,38,16,22,421,8-12,8-10
1610612763,Warriors,0,22019,2020-01-07,West,Memphis,38,16,22,421,8-12,8-10
1610612751,Warriors,0,22019,2020-01-28,East,Brooklyn,45,19,26,422,11-12,8-14
1610612751,Warriors,0,22019,2020-01-27,East,Brooklyn,45,19,26,422,11-12,8-14
1610612751,Warriors,0,22019,2020-01-26,East,Brooklyn,45,19,26,422,11-12,8-14
1610612756,Warriors,0,22019,2020-01-25,West,Phoenix,45,19,26,422,9-16,10-10
1610612756,Warriors,0,22019,2020-01-24,West,Phoenix,45,19,26,422,9-16,10-10
1610612757,Warriors,0,22019,2020-01-22,West,Portland,45,19,26,422,10-10,9-16
1610612757,Warriors,0,22019,2020-01-21,West,Portland,45,19,26,422,10-10,9-16
1610612757,Warriors,0,22019,2020-01-20,West,Portland,45,19,26,422,10-10,9-16
1610612753,Warriors,0,22019,2020-02-07,East,Orlando,52,22,30,423,13-12,9-18
1610612753,Warriors,0,22019,2020-02-06,East,Orlando,52,22,30,423,13-12,9-18
1610612759,Warriors,0,22019,2020-02-09,West,San Antonio,52,22,30,423,14-12,8-18
1610612759,Warriors,0,22019,2020-02-08,West,San Antonio,52,22,30,423,14-12,8-18
1610612758,Warriors,0,22019,2020-02-29,West,Sacramento,59,25,34,424,12-15,13-19
1610612758,Warriors,0,22019,2020-02-28,West,Sacramento,59,25,34,424,12-15,13-19
1610612759,Warriors,0,22019,2020-01-03,West,San Antonio,33,14,19,424,10-9,4-10
1610612759,Warriors,0,22019,2020-01-02,West,San Antonio,33,14,19,424,10-9,4-10
1610612759,Warriors,0,22019,2020-01-18,West,San Antonio,40,17,23,425,11-10,6-13
1610612759,Warriors,0,22019,2020-01-17,West,San Antonio,40,17,23,425,11-10,6-13
1610612757,Warriors,0,22019,2020-03-01,West,Portland,61,26,35,426,16-13,10-22
1610612757,Warriors,0,22019,2020-02-29,West,Portland,61,26,35,426,16-13,10-22
1610612740,Pelicans,0,22019,2020-02-12,West,New Orleans,54,23,31,426,11-16,12-15
1610612740,Pelicans,0,22019,2020-02-11,West,New Orleans,54,23,31,426,11-16,12-15
1610612753,Warriors,0,22019,2020-02-11,East,Orlando,54,23,31,426,14-13,9-18
1610612753,Warriors,0,22019,2020-02-10,East,Orlando,54,23,31,426,14-13,9-18
1610612759,Warriors,0,22019,2020-02-20,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-19,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-18,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-17,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-16,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-15,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-14,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-13,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-12,West,San Antonio,54,23,31,426,14-12,9-19
1610612759,Warriors,0,22019,2020-02-11,West,San Antonio,54,23,31,426,14-12,9-19
1610612756,Warriors,0,22019,2020-01-30,West,Phoenix,47,20,27,426,9-16,11-11
1610612756,Warriors,0,22019,2020-01-29,West,Phoenix,47,20,27,426,9-16,11-11
1610612756,Warriors,0,22019,2020-01-28,West,Phoenix,47,20,27,426,9-16,11-11
1610612757,Warriors,0,22019,2020-01-28,West,Portland,47,20,27,426,11-11,9-16
1610612757,Warriors,0,22019,2020-01-27,West,Portland,47,20,27,426,11-11,9-16
1610612757,Warriors,0,22019,2020-01-26,West,Portland,47,20,27,426,11-11,9-16
1610612740,Pelicans,0,22019,2020-02-22,West,New Orleans,56,24,32,429,11-17,13-15
1610612740,Pelicans,0,22019,2020-02-21,West,New Orleans,56,24,32,429,11-17,13-15
1610612753,Warriors,0,22019,2020-02-23,East,Orlando,56,24,32,429,15-14,9-18
1610612753,Warriors,0,22019,2020-02-22,East,Orlando,56,24,32,429,15-14,9-18
1610612753,Warriors,0,22019,2020-02-21,East,Orlando,56,24,32,429,15-14,9-18
1610612759,Warriors,0,22019,2020-02-25,West,San Antonio,56,24,32,429,14-12,10-20
1610612759,Warriors,0,22019,2020-02-24,West,San Antonio,56,24,32,429,14-12,10-20
1610612759,Warriors,0,22019,2020-02-23,West,San Antonio,56,24,32,429,14-12,10-20
1610612753,Warriors,0,22019,2020-02-02,East,Orlando,49,21,28,429,13-12,8-16
1610612753,Warriors,0,22019,2020-02-01,East,Orlando,49,21,28,429,13-12,8-16
1610612751,Warriors,0,22019,2020-01-22,East,Brooklyn,42,18,24,429,11-11,7-13
1610612751,Warriors,0,22019,2020-01-21,East,Brooklyn,42,18,24,429,11-11,7-13
1610612751,Warriors,0,22019,2020-01-20,East,Brooklyn,42,18,24,429,11-11,7-13
1610612756,Warriors,0,22019,2020-01-19,West,Phoenix,42,18,24,429,9-14,9-10
1610612756,Warriors,0,22019,2020-01-18,West,Phoenix,42,18,24,429,9-14,9-10
1610612757,Warriors,0,22019,2020-01-16,West,Portland,42,18,24,429,9-10,9-14
1610612757,Warriors,0,22019,2020-01-15,West,Portland,42,18,24,429,9-10,9-14
1610612759,Warriors,0,22019,2020-01-07,West,San Antonio,35,15,20,429,11-9,4-11
1610612759,Warriors,0,22019,2020-01-06,West,San Antonio,35,15,20,429,11-9,4-11
1610612740,Pelicans,0,22019,2020-02-27,West,New Orleans,58,25,33,431,11-17,14-16
1610612740,Pelicans,0,22019,2020-02-26,West,New Orleans,58,25,33,431,11-17,14-16
1610612740,Pelicans,0,22019,2020-02-25,West,New Orleans,58,25,33,431,11-17,14-16
1610612759,Warriors,0,22019,2020-03-01,West,San Antonio,58,25,33,431,15-13,10-20
1610612759,Warriors,0,22019,2020-02-29,West,San Antonio,58,25,33,431,15-13,10-20
1610612753,Warriors,0,22019,2020-02-05,East,Orlando,51,22,29,431,13-12,9-17
1610612759,Warriors,0,22019,2020-02-07,West,San Antonio,51,22,29,431,14-12,8-17
1610612759,Warriors,0,22019,2020-02-06,West,San Antonio,51,22,29,431,14-12,8-17
1610612740,Pelicans,0,22019,2020-03-01,West,New Orleans,60,26,34,433,12-18,14-16
1610612757,Warriors,0,22019,2020-02-28,West,Portland,60,26,34,433,16-13,10-21
1610612757,Warriors,0,22019,2020-02-27,West,Portland,60,26,34,433,16-13,10-21
1610612758,Warriors,0,22019,2020-03-01,West,Sacramento,60,26,34,433,13-15,13-19
1610612751,Warriors,0,22019,2020-01-30,East,Brooklyn,46,20,26,435,12-12,8-14
1610612751,Warriors,0,22019,2020-01-29,East,Brooklyn,46,20,26,435,12-12,8-14
1610612759,Warriors,0,22019,2020-01-28,West,San Antonio,46,20,26,435,12-12,8-14
1610612759,Warriors,0,22019,2020-01-27,West,San Antonio,46,20,26,435,12-12,8-14
1610612753,Warriors,0,22019,2020-02-20,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-19,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-18,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-17,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-16,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-15,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-14,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-13,East,Orlando,55,24,31,436,15-13,9-18
1610612753,Warriors,0,22019,2020-02-12,East,Orlando,55,24,31,436,15-13,9-18
1610612759,Warriors,0,22019,2020-02-22,West,San Antonio,55,24,31,436,14-12,10-19
1610612759,Warriors,0,22019,2020-02-21,West,San Antonio,55,24,31,436,14-12,10-19
1610612759,Warriors,0,22019,2020-01-16,West,San Antonio,39,17,22,436,11-9,6-13
1610612759,Warriors,0,22019,2020-01-15,West,San Antonio,39,17,22,436,11-9,6-13
1610612763,Warriors,0,22019,2020-01-11,West,Memphis,39,17,22,436,9-12,8-10
1610612737,Hawks,0,22019,2019-12-31,East,Atlanta,34,7,27,20.600.000.000.000.000,3-12,4-15
1610612737,Hawks,0,22019,2019-12-30,East,Atlanta,34,7,27,20.600.000.000.000.000,3-12,4-15
1610612763,Warriors,0,22019,2020-01-10,West,Memphis,39,17,22,436,9-12,8-10
1610612753,Warriors,0,22019,2020-01-28,East,Orlando,48,21,27,438,13-11,8-16
1610612753,Warriors,0,22019,2020-01-27,East,Orlando,48,21,27,438,13-11,8-16
1610612740,Pelicans,0,22019,2020-02-24,West,New Orleans,57,25,32,439,11-17,14-15
1610612740,Pelicans,0,22019,2020-02-23,West,New Orleans,57,25,32,439,11-17,14-15
1610612753,Warriors,0,22019,2020-02-25,East,Orlando,57,25,32,439,15-14,10-18
1610612753,Warriors,0,22019,2020-02-24,East,Orlando,57,25,32,439,15-14,10-18
1610612757,Warriors,0,22019,2020-02-22,West,Portland,57,25,32,439,15-12,10-20
1610612757,Warriors,0,22019,2020-02-21,West,Portland,57,25,32,439,15-12,10-20
1610612751,Warriors,0,22019,2020-01-19,East,Brooklyn,41,18,23,439,11-10,7-13
1610612751,Warriors,0,22019,2020-01-18,East,Brooklyn,41,18,23,439,11-10,7-13
1610612759,Warriors,0,22019,2020-01-19,West,San Antonio,41,18,23,439,12-10,6-13
1610612740,Pelicans,0,22019,2020-02-29,West,New Orleans,59,26,33,441,12-17,14-16
1610612740,Pelicans,0,22019,2020-02-28,West,New Orleans,59,26,33,441,12-17,14-16
1610612751,Warriors,0,22019,2020-03-01,East,Brooklyn,59,26,33,441,16-13,10-20
1610612751,Warriors,0,22019,2020-02-29,East,Brooklyn,59,26,33,441,16-13,10-20
1610612757,Warriors,0,22019,2020-02-26,West,Portland,59,26,33,441,16-13,10-20
1610612757,Warriors,0,22019,2020-02-25,West,Portland,59,26,33,441,16-13,10-20
1610612753,Warriors,0,22019,2020-01-02,East,Orlando,34,15,19,441,10-7,5-12
1610612753,Warriors,0,22019,2020-01-01,East,Orlando,34,15,19,441,10-7,5-12
1610612759,Warriors,0,22019,2020-01-26,West,San Antonio,45,20,25,444,12-12,8-13
1610612751,Warriors,0,22019,2020-01-09,East,Brooklyn,36,16,20,444,9-8,7-12
1610612751,Warriors,0,22019,2020-01-08,East,Brooklyn,36,16,20,444,9-8,7-12
1610612751,Warriors,0,22019,2020-01-07,East,Brooklyn,36,16,20,444,9-8,7-12
1610612753,Warriors,0,22019,2020-01-05,East,Orlando,36,16,20,444,11-8,5-12
1610612753,Warriors,0,22019,2020-01-04,East,Orlando,36,16,20,444,11-8,5-12
1610612759,Warriors,0,22019,2020-01-09,West,San Antonio,36,16,20,444,11-9,5-11
1610612759,Warriors,0,22019,2020-01-08,West,San Antonio,36,16,20,444,11-9,5-11
1610612757,Warriors,0,22019,2020-02-20,West,Portland,56,25,31,446,15-11,10-20
1610612757,Warriors,0,22019,2020-02-19,West,Portland,56,25,31,446,15-11,10-20
1610612757,Warriors,0,22019,2020-02-18,West,Portland,56,25,31,446,15-11,10-20
1610612757,Warriors,0,22019,2020-02-17,West,Portland,56,25,31,446,15-11,10-20
1610612757,Warriors,0,22019,2020-02-16,West,Portland,56,25,31,446,15-11,10-20
1610612757,Warriors,0,22019,2020-02-15,West,Portland,56,25,31,446,15-11,10-20
1610612757,Warriors,0,22019,2020-02-14,West,Portland,56,25,31,446,15-11,10-20
1610612737,Hawks,0,22019,2019-12-29,East,Atlanta,33,6,27,182,3-12,3-15
1610612737,Hawks,0,22019,2019-12-28,East,Atlanta,33,6,27,182,3-12,3-15
1610612757,Warriors,0,22019,2020-02-13,West,Portland,56,25,31,446,15-11,10-20
1610612757,Warriors,0,22019,2020-02-12,West,Portland,56,25,31,446,15-11,10-20
1610612751,Warriors,0,22019,2020-01-31,East,Brooklyn,47,21,26,447,13-12,8-14
1610612753,Warriors,0,22019,2020-01-26,East,Orlando,47,21,26,447,13-11,8-15
1610612759,Warriors,0,22019,2020-01-31,West,San Antonio,47,21,26,447,13-12,8-14
1610612759,Warriors,0,22019,2020-01-30,West,San Antonio,47,21,26,447,13-12,8-14
1610612759,Warriors,0,22019,2020-01-29,West,San Antonio,47,21,26,447,13-12,8-14
1610612759,Warriors,0,22019,2020-01-14,West,San Antonio,38,17,21,447,11-9,6-12
1610612759,Warriors,0,22019,2020-01-13,West,San Antonio,38,17,21,447,11-9,6-12
1610612759,Warriors,0,22019,2020-01-12,West,San Antonio,38,17,21,447,11-9,6-12
1610612751,Warriors,0,22019,2020-02-28,East,Brooklyn,58,26,32,448,16-13,10-19
1610612753,Warriors,0,22019,2020-02-27,East,Orlando,58,26,32,448,15-14,11-18
1610612753,Warriors,0,22019,2020-02-26,East,Orlando,58,26,32,448,15-14,11-18
1610612757,Warriors,0,22019,2020-02-24,West,Portland,58,26,32,448,16-12,10-20
1610612757,Warriors,0,22019,2020-02-23,West,Portland,58,26,32,448,16-12,10-20
1610612751,Warriors,0,22019,2020-02-04,East,Brooklyn,49,22,27,449,14-12,8-15
1610612751,Warriors,0,22019,2020-02-03,East,Brooklyn,49,22,27,449,14-12,8-15
1610612757,Warriors,0,22019,2020-01-31,West,Portland,49,22,27,449,12-11,10-16
1610612759,Warriors,0,22019,2020-02-03,West,San Antonio,49,22,27,449,14-12,8-15
1610612751,Warriors,0,22019,2020-02-09,East,Brooklyn,51,23,28,451,15-12,8-16
1610612751,Warriors,0,22019,2020-02-08,East,Brooklyn,51,23,28,451,15-12,8-16
1610612757,Warriors,0,22019,2020-02-05,West,Portland,51,23,28,451,13-11,10-17
1610612757,Warriors,0,22019,2020-02-04,West,Portland,51,23,28,451,13-11,10-17
1610612759,Warriors,0,22019,2020-01-21,West,San Antonio,42,19,23,452,12-10,7-13
1610612759,Warriors,0,22019,2020-01-20,West,San Antonio,42,19,23,452,12-10,7-13
1610612757,Warriors,0,22019,2020-02-08,West,Portland,53,24,29,453,14-11,10-18
1610612757,Warriors,0,22019,2020-02-07,West,Portland,53,24,29,453,14-11,10-18
1610612757,Warriors,0,22019,2020-02-11,West,Portland,55,25,30,455,15-11,10-19
1610612759,Warriors,0,22019,2020-01-25,West,San Antonio,44,20,24,455,12-11,8-13
1610612759,Warriors,0,22019,2020-01-24,West,San Antonio,44,20,24,455,12-11,8-13
1610612763,Warriors,0,22019,2020-01-23,West,Memphis,44,20,24,455,12-13,8-11
1610612763,Warriors,0,22019,2020-01-22,West,Memphis,44,20,24,455,12-13,8-11
1610612751,Warriors,0,22019,2020-02-27,East,Brooklyn,57,26,31,456,16-13,10-18
1610612751,Warriors,0,22019,2020-02-26,East,Brooklyn,57,26,31,456,16-13,10-18
1610612753,Warriors,0,22019,2020-01-25,East,Orlando,46,21,25,457,13-10,8-15
1610612753,Warriors,0,22019,2020-01-24,East,Orlando,46,21,25,457,13-10,8-15
1610612751,Warriors,0,22019,2020-01-06,East,Brooklyn,35,16,19,457,9-7,7-12
1610612753,Warriors,0,22019,2020-01-03,East,Orlando,35,16,19,457,11-7,5-12
1610612753,Warriors,0,22019,2020-02-28,East,Orlando,59,27,32,458,16-14,11-18
1610612751,Warriors,0,22019,2020-01-11,East,Brooklyn,37,17,20,459,10-8,7-12
1610612751,Warriors,0,22019,2020-01-10,East,Brooklyn,37,17,20,459,10-8,7-12
1610612753,Warriors,0,22019,2020-01-07,East,Orlando,37,17,20,459,12-8,5-12
1610612753,Warriors,0,22019,2020-01-06,East,Orlando,37,17,20,459,12-8,5-12
1610612751,Warriors,0,22019,2020-02-11,East,Brooklyn,52,24,28,462,15-12,9-16
1610612751,Warriors,0,22019,2020-02-10,East,Brooklyn,52,24,28,462,15-12,9-16
1610612757,Warriors,0,22019,2020-02-06,West,Portland,52,24,28,462,14-11,10-17
1610612751,Warriors,0,22019,2020-01-14,East,Brooklyn,39,18,21,462,11-9,7-12
1610612753,Warriors,0,22019,2020-01-12,East,Orlando,39,18,21,462,13-8,5-13
1610612753,Warriors,0,22019,2020-01-11,East,Orlando,39,18,21,462,13-8,5-13
1610612753,Warriors,0,22019,2020-01-10,East,Orlando,39,18,21,462,13-8,5-13
1610612751,Warriors,0,22019,2020-02-21,East,Brooklyn,54,25,29,463,16-12,9-17
1610612751,Warriors,0,22019,2020-02-20,East,Brooklyn,54,25,29,463,16-12,9-17
1610612757,Warriors,0,22019,2020-02-10,West,Portland,54,25,29,463,15-11,10-18
1610612757,Warriors,0,22019,2020-02-09,West,Portland,54,25,29,463,15-11,10-18
1610612763,Warriors,0,22019,2020-01-16,West,Memphis,41,19,22,463,11-12,8-10
1610612763,Warriors,0,22019,2020-01-15,West,Memphis,41,19,22,463,11-12,8-10
1610612763,Warriors,0,22019,2020-01-14,West,Memphis,41,19,22,463,11-12,8-10
1610612751,Warriors,0,22019,2020-02-25,East,Brooklyn,56,26,30,464,16-13,10-17
1610612751,Warriors,0,22019,2020-02-24,East,Brooklyn,56,26,30,464,16-13,10-17
1610612753,Warriors,0,22019,2020-01-19,East,Orlando,43,20,23,465,13-8,7-15
1610612753,Warriors,0,22019,2020-01-18,East,Orlando,43,20,23,465,13-8,7-15
1610612759,Warriors,0,22019,2020-01-23,West,San Antonio,43,20,23,465,12-10,8-13
1610612744,Warriors,0,22019,2019-12-31,West,Golden State,35,9,26,257,6-11,3-15
1610612737,Hawks,0,22019,2019-12-27,East,Atlanta,32,6,26,188,3-12,3-14
1610612759,Warriors,0,22019,2020-01-22,West,San Antonio,43,20,23,465,12-10,8-13
1610612763,Warriors,0,22019,2020-01-21,West,Memphis,43,20,23,465,12-13,8-10
1610612763,Warriors,0,22019,2020-01-20,West,Memphis,43,20,23,465,12-13,8-10
1610612753,Warriors,0,22019,2020-01-23,East,Orlando,45,21,24,467,13-9,8-15
1610612753,Warriors,0,22019,2020-01-22,East,Orlando,45,21,24,467,13-9,8-15
1610612763,Warriors,0,22019,2020-01-25,West,Memphis,45,21,24,467,12-13,9-11
1610612763,Warriors,0,22019,2020-01-24,West,Memphis,45,21,24,467,12-13,9-11
1610612751,Warriors,0,22019,2020-01-05,East,Brooklyn,34,16,18,471,9-7,7-11
1610612751,Warriors,0,22019,2020-01-04,East,Brooklyn,34,16,18,471,9-7,7-11
1610612751,Warriors,0,22019,2020-02-19,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-18,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-17,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-16,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-15,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-14,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-13,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-12,East,Brooklyn,53,25,28,472,16-12,9-16
1610612751,Warriors,0,22019,2020-02-23,East,Brooklyn,55,26,29,473,16-12,10-17
1610612751,Warriors,0,22019,2020-02-22,East,Brooklyn,55,26,29,473,16-12,10-17
1610612751,Warriors,0,22019,2020-01-13,East,Brooklyn,38,18,20,474,11-8,7-12
1610612751,Warriors,0,22019,2020-01-12,East,Brooklyn,38,18,20,474,11-8,7-12
1610612753,Warriors,0,22019,2020-01-09,East,Orlando,38,18,20,474,13-8,5-12
1610612753,Warriors,0,22019,2020-01-08,East,Orlando,38,18,20,474,13-8,5-12
1610612763,Warriors,0,22019,2020-02-28,West,Memphis,59,28,31,475,16-14,12-17
1610612753,Warriors,0,22019,2020-01-14,East,Orlando,40,19,21,475,13-8,6-13
1610612753,Warriors,0,22019,2020-01-13,East,Orlando,40,19,21,475,13-8,6-13
1610612753,Warriors,0,22019,2020-01-17,East,Orlando,42,20,22,476,13-8,7-14
1610612753,Warriors,0,22019,2020-01-16,East,Orlando,42,20,22,476,13-8,7-14
1610612763,Warriors,0,22019,2020-01-19,West,Memphis,42,20,22,476,12-12,8-10
1610612763,Warriors,0,22019,2020-01-18,West,Memphis,42,20,22,476,12-12,8-10
1610612763,Warriors,0,22019,2020-01-17,West,Memphis,42,20,22,476,12-12,8-10
1610612753,Warriors,0,22019,2020-01-21,East,Orlando,44,21,23,477,13-8,8-15
1610612753,Warriors,0,22019,2020-01-20,East,Orlando,44,21,23,477,13-8,8-15
1610612763,Warriors,0,22019,2020-01-27,West,Memphis,46,22,24,478,13-13,9-11
1610612763,Warriors,0,22019,2020-01-26,West,Memphis,46,22,24,478,13-13,9-11
1610612763,Warriors,0,22019,2020-03-01,West,Memphis,60,29,31,483,17-14,12-17
1610612763,Warriors,0,22019,2020-02-29,West,Memphis,60,29,31,483,17-14,12-17
1610612763,Warriors,0,22019,2020-02-27,West,Memphis,58,28,30,483,16-13,12-17
1610612744,Warriors,0,22019,2019-12-30,West,Golden State,34,9,25,265,6-11,3-14
1610612744,Warriors,0,22019,2019-12-29,West,Golden State,34,9,25,265,6-11,3-14
1610612744,Warriors,0,22019,2019-12-28,West,Golden State,34,9,25,265,6-11,3-14
1610612737,Hawks,0,22019,2019-12-26,East,Atlanta,31,6,25,194,3-11,3-14
1610612737,Hawks,0,22019,2019-12-25,East,Atlanta,31,6,25,194,3-11,3-14
1610612737,Hawks,0,22019,2019-12-24,East,Atlanta,31,6,25,194,3-11,3-14
1610612737,Hawks,0,22019,2019-12-23,East,Atlanta,31,6,25,194,3-11,3-14
1610612763,Warriors,0,22019,2020-02-26,West,Memphis,58,28,30,483,16-13,12-17
1610612751,Warriors,0,22019,2020-01-03,East,Brooklyn,33,16,17,485,9-6,7-11
1610612751,Warriors,0,22019,2020-01-02,East,Brooklyn,33,16,17,485,9-6,7-11
1610612753,Warriors,0,22019,2020-01-15,East,Orlando,41,20,21,488,13-8,7-13
1610612763,Warriors,0,22019,2020-01-28,West,Memphis,47,23,24,489,14-13,9-11
1610612763,Warriors,0,22019,2020-02-25,West,Memphis,57,28,29,491,16-13,12-16
1610612763,Warriors,0,22019,2020-02-24,West,Memphis,57,28,29,491,16-13,12-16
1610612763,Warriors,0,22019,2020-02-20,West,Memphis,55,28,27,509,16-13,12-14
1610612763,Warriors,0,22019,2020-02-11,West,Memphis,53,27,26,509,15-13,12-13
1610612763,Warriors,0,22019,2020-02-10,West,Memphis,53,27,26,509,15-13,12-13
1610612744,Warriors,0,22019,2019-12-26,West,Golden State,32,8,24,0.25,5-10,3-14
1610612744,Warriors,0,22019,2019-12-25,West,Golden State,32,8,24,0.25,5-10,3-14
1610612752,Warriors,0,22019,2019-12-27,East,New York,32,8,24,0.25,4-12,4-12
1610612752,Warriors,0,22019,2019-12-26,East,New York,32,8,24,0.25,4-12,4-12
1610612737,Hawks,0,22019,2019-12-22,East,Atlanta,30,6,24,0.2,3-11,3-13
1610612737,Hawks,0,22019,2019-12-21,East,Atlanta,30,6,24,0.2,3-11,3-13
1610612744,Warriors,0,22019,2019-12-22,West,Golden State,30,6,24,0.2,3-10,3-14
1610612744,Warriors,0,22019,2019-12-21,West,Golden State,30,6,24,0.2,3-10,3-14
1610612744,Warriors,0,22019,2019-12-20,West,Golden State,30,6,24,0.2,3-10,3-14
1610612763,Warriors,0,22019,2020-02-09,West,Memphis,53,27,26,509,15-13,12-13
1610612763,Warriors,0,22019,2020-02-19,West,Memphis,54,28,26,519,16-13,12-13
1610612763,Warriors,0,22019,2020-02-18,West,Memphis,54,28,26,519,16-13,12-13
1610612763,Warriors,0,22019,2020-02-17,West,Memphis,54,28,26,519,16-13,12-13
1610612763,Warriors,0,22019,2020-02-16,West,Memphis,54,28,26,519,16-13,12-13
1610612763,Warriors,0,22019,2020-02-15,West,Memphis,54,28,26,519,16-13,12-13
1610612763,Warriors,0,22019,2020-02-14,West,Memphis,54,28,26,519,16-13,12-13
1610612763,Warriors,0,22019,2020-02-13,West,Memphis,54,28,26,519,16-13,12-13
1610612763,Warriors,0,22019,2020-02-12,West,Memphis,54,28,26,519,16-13,12-13
1610612760,Warriors,0,22019,2020-01-01,West,Oklahoma City,33,18,15,545,12-6,6-9
1610612760,Warriors,0,22019,2020-01-06,West,Oklahoma City,36,20,16,556,12-6,8-10
1610612760,Warriors,0,22019,2020-01-16,West,Oklahoma City,41,23,18,561,13-8,10-10
1610612760,Warriors,0,22019,2020-01-15,West,Oklahoma City,41,23,18,561,13-8,10-10
1610612760,Warriors,0,22019,2020-01-12,West,Oklahoma City,39,22,17,564,13-7,9-10
1610612760,Warriors,0,22019,2020-01-11,West,Oklahoma City,39,22,17,564,13-7,9-10
1610612760,Warriors,0,22019,2020-01-21,West,Oklahoma City,44,25,19,568,14-9,11-10
1610612760,Warriors,0,22019,2020-01-20,West,Oklahoma City,44,25,19,568,14-9,11-10
