TEAM_ID,NICKNAME,LEAGUE_ID,SEASON_ID,STANDINGSDATE,CONFERENCE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD
1610612751,Warriors,0,22019,2019-12-23,East,Brooklyn,29,16,13,552,9-5,7-8
1610612751,Warriors,0,22019,2019-12-22,East,Brooklyn,29,16,13,552,9-5,7-8
1610612751,Warriors,0,22019,2019-12-21,East,Brooklyn,29,16,13,552,9-5,7-8
1610612751,Warriors,0,22019,2019-12-20,East,Brooklyn,28,15,13,536,8-5,7-8
1610612751,Warriors,0,22019,2019-12-19,East,Brooklyn,28,15,13,536,8-5,7-8
1610612753,Warriors,0,22019,2019-12-12,East,Orlando,24,11,13,458,8-5,3-8
1610612753,Warriors,0,22019,2019-12-11,East,Orlando,24,11,13,458,8-5,3-8
1610612756,Warriors,0,22019,2019-12-13,West,Phoenix,24,11,13,458,6-8,5-5
1610612756,Warriors,0,22019,2019-12-12,West,Phoenix,24,11,13,458,6-8,5-5
1610612756,Warriors,0,22019,2019-12-11,West,Phoenix,24,11,13,458,6-8,5-5
1610612758,Warriors,0,22019,2019-12-12,West,Sacramento,24,11,13,458,6-4,5-9
1610612758,Warriors,0,22019,2019-12-11,West,Sacramento,24,11,13,458,6-4,5-9
1610612760,Warriors,0,22019,2019-12-13,West,Oklahoma City,24,11,13,458,7-5,4-8
1610612760,Warriors,0,22019,2019-12-12,West,Oklahoma City,24,11,13,458,7-5,4-8
1610612760,Warriors,0,22019,2019-12-11,West,Oklahoma City,24,11,13,458,7-5,4-8
1610612750,Warriors,0,22019,2019-12-10,West,Minnesota,23,10,13,435,3-7,7-6
1610612750,Warriors,0,22019,2019-12-09,West,Minnesota,23,10,13,435,3-7,7-6
1610612758,Warriors,0,22019,2019-12-10,West,Sacramento,23,10,13,435,5-4,5-9
1610612758,Warriors,0,22019,2019-12-09,West,Sacramento,23,10,13,435,5-4,5-9
1610612757,Warriors,0,22019,2019-12-05,West,Portland,22,9,13,409,4-4,5-9
1610612757,Warriors,0,22019,2019-12-04,West,Portland,22,9,13,409,4-4,5-9
1610612758,Warriors,0,22019,2019-12-08,West,Sacramento,22,9,13,409,5-4,4-9
1610612757,Warriors,0,22019,2019-12-03,West,Portland,21,8,13,381,3-4,5-9
1610612758,Warriors,0,22019,2019-12-07,West,Sacramento,21,8,13,381,5-4,3-9
1610612758,Warriors,0,22019,2019-12-06,West,Sacramento,21,8,13,381,5-4,3-9
1610612765,Warriors,0,22019,2019-12-03,East,Detroit,21,8,13,381,6-4,2-9
1610612766,Warriors,0,22019,2019-12-01,East,Charlotte,21,8,13,381,4-5,4-8
1610612766,Warriors,0,22019,2019-11-30,East,Charlotte,21,8,13,381,4-5,4-8
1610612740,Pelicans,0,22019,2019-11-30,West,New Orleans,19,6,13,316,4-5,2-8
1610612740,Pelicans,0,22019,2019-11-29,West,New Orleans,19,6,13,316,4-5,2-8
1610612741,Bulls,0,22019,2019-11-28,East,Chicago,19,6,13,316,3-7,3-6
1610612741,Bulls,0,22019,2019-11-27,East,Chicago,19,6,13,316,3-7,3-6
1610612759,Warriors,0,22019,2019-11-28,West,San Antonio,19,6,13,316,4-6,2-7
1610612759,Warriors,0,22019,2019-11-27,West,San Antonio,19,6,13,316,4-6,2-7
1610612763,Warriors,0,22019,2019-12-01,West,Memphis,19,6,13,316,3-9,3-4
1610612764,Warriors,0,22019,2019-12-04,East,Washington,19,6,13,316,3-5,3-8
1610612764,Warriors,0,22019,2019-12-03,East,Washington,19,6,13,316,3-5,3-8
1610612765,Warriors,0,22019,2019-11-30,East,Detroit,19,6,13,316,5-4,1-9
1610612765,Warriors,0,22019,2019-11-29,East,Detroit,19,6,13,316,5-4,1-9
1610612739,Cavaliers,0,22019,2019-11-28,East,Cleveland,18,5,13,278,3-6,2-7
1610612739,Cavaliers,0,22019,2019-11-27,East,Cleveland,18,5,13,278,3-6,2-7
1610612763,Warriors,0,22019,2019-11-30,West,Memphis,18,5,13,278,3-9,2-4
1610612763,Warriors,0,22019,2019-11-29,West,Memphis,18,5,13,278,3-9,2-4
1610612737,Hawks,0,22019,2019-11-26,East,Atlanta,17,4,13,235,2-7,2-6
1610612737,Hawks,0,22019,2019-11-25,East,Atlanta,17,4,13,235,2-7,2-6
1610612752,Warriors,0,22019,2019-11-26,East,New York,17,4,13,235,3-6,1-7
1610612752,Warriors,0,22019,2019-11-25,East,New York,17,4,13,235,3-6,1-7
1610612752,Warriors,0,22019,2019-11-24,East,New York,17,4,13,235,3-6,1-7
1610612744,Warriors,0,22019,2019-11-21,West,Golden State,16,3,13,188,1-6,2-7
1610612744,Warriors,0,22019,2019-11-20,West,Golden State,16,3,13,188,1-6,2-7
1610612737,Hawks,0,22019,2020-02-01,East,Atlanta,50,13,37,0.26,8-16,5-21
1610612739,Cavaliers,0,22019,2020-02-02,East,Cleveland,50,13,37,0.26,6-20,7-17
1610612739,Cavaliers,0,22019,2020-02-01,East,Cleveland,50,13,37,0.26,6-20,7-17
1610612739,Cavaliers,0,22019,2020-01-08,East,Cleveland,37,10,27,0.27,6-14,4-13
1610612739,Cavaliers,0,22019,2020-01-07,East,Cleveland,37,10,27,0.27,6-14,4-13
1610612752,Warriors,0,22019,2020-01-07,East,New York,37,10,27,0.27,5-12,5-15
1610612752,Warriors,0,22019,2020-02-02,East,New York,50,14,36,0.28,7-18,7-18
1610612762,Warriors,0,22019,2019-12-25,West,Utah,30,18,12,0.6,11-3,7-9
1610612762,Warriors,0,22019,2019-12-24,West,Utah,30,18,12,0.6,11-3,7-9
1610612762,Warriors,0,22019,2019-12-23,West,Utah,30,18,12,0.6,11-3,7-9
1610612751,Warriors,0,22019,2019-12-14,East,Brooklyn,25,13,12,0.52,7-5,6-7
1610612757,Warriors,0,22019,2019-12-02,West,Portland,20,8,12,0.4,3-4,5-8
1610612757,Warriors,0,22019,2019-12-01,West,Portland,20,8,12,0.4,3-4,5-8
1610612757,Warriors,0,22019,2019-11-30,West,Portland,20,8,12,0.4,3-4,5-8
1610612757,Warriors,0,22019,2019-11-29,West,Portland,20,8,12,0.4,3-4,5-8
1610612758,Warriors,0,22019,2019-12-05,West,Sacramento,20,8,12,0.4,5-4,3-8
1610612758,Warriors,0,22019,2019-12-04,West,Sacramento,20,8,12,0.4,5-4,3-8
1610612760,Warriors,0,22019,2019-12-05,West,Oklahoma City,20,8,12,0.4,6-5,2-7
1610612760,Warriors,0,22019,2019-12-04,West,Oklahoma City,20,8,12,0.4,6-5,2-7
1610612766,Warriors,0,22019,2019-11-29,East,Charlotte,20,8,12,0.4,4-5,4-7
1610612737,Hawks,0,22019,2019-11-24,East,Atlanta,16,4,12,0.25,2-6,2-6
1610612737,Hawks,0,22019,2019-11-23,East,Atlanta,16,4,12,0.25,2-6,2-6
1610612752,Warriors,0,22019,2019-11-23,East,New York,16,4,12,0.25,3-5,1-7
1610612744,Warriors,0,22019,2019-11-19,West,Golden State,15,3,12,0.2,1-6,2-6
1610612744,Warriors,0,22019,2019-11-18,West,Golden State,14,2,12,14.300.000.000.000.000,1-6,1-6
1610612744,Warriors,0,22019,2019-11-17,West,Golden State,14,2,12,14.300.000.000.000.000,1-6,1-6
1610612752,Warriors,0,22019,2020-02-01,East,New York,50,14,36,0.28,7-18,7-18
1610612752,Warriors,0,22019,2020-03-01,East,New York,60,18,42,0.3,9-20,9-22
1610612752,Warriors,0,22019,2020-02-29,East,New York,60,18,42,0.3,9-20,9-22
1610612750,Warriors,0,22019,2020-02-07,West,Minnesota,50,15,35,0.3,6-19,9-16
1610612750,Warriors,0,22019,2020-02-06,West,Minnesota,50,15,35,0.3,6-19,9-16
1610612750,Warriors,0,22019,2020-02-05,West,Minnesota,50,15,35,0.3,6-19,9-16
1610612739,Cavaliers,0,22019,2020-01-13,East,Cleveland,40,12,28,0.3,6-14,6-14
1610612766,Warriors,0,22019,2020-02-03,East,Charlotte,50,16,34,0.32,8-16,8-18
1610612765,Warriors,0,22019,2020-02-01,East,Detroit,50,17,33,0.34,9-17,8-16
1610612765,Warriors,0,22019,2020-01-31,East,Detroit,50,17,33,0.34,9-17,8-16
1610612764,Warriors,0,22019,2020-01-31,East,Washington,47,16,31,0.34,10-11,6-20
1610612764,Warriors,0,22019,2020-01-30,East,Washington,47,16,31,0.34,10-11,6-20
1610612766,Warriors,0,22019,2020-01-29,East,Charlotte,47,16,31,0.34,8-15,8-16
1610612766,Warriors,0,22019,2020-01-28,East,Charlotte,47,16,31,0.34,8-15,8-16
1610612766,Warriors,0,22019,2020-03-01,East,Charlotte,60,21,39,0.35,9-19,12-20
1610612740,Pelicans,0,22019,2020-01-12,West,New Orleans,40,14,26,0.35,7-12,7-14
1610612740,Pelicans,0,22019,2020-01-11,West,New Orleans,40,14,26,0.35,7-12,7-14
1610612741,Bulls,0,22019,2020-01-12,East,Chicago,40,14,26,0.35,7-14,7-12
1610612741,Bulls,0,22019,2020-01-11,East,Chicago,40,14,26,0.35,7-14,7-12
1610612765,Warriors,0,22019,2020-01-12,East,Detroit,40,14,26,0.35,8-12,6-14
1610612765,Warriors,0,22019,2020-01-11,East,Detroit,40,14,26,0.35,8-12,6-14
1610612751,Warriors,0,22019,2019-12-16,East,Brooklyn,26,14,12,5.379.999.999.999.990,8-5,6-7
1610612751,Warriors,0,22019,2019-12-15,East,Brooklyn,26,14,12,5.379.999.999.999.990,8-5,6-7
1610612764,Warriors,0,22019,2020-02-08,East,Washington,50,18,32,0.36,12-12,6-20
1610612764,Warriors,0,22019,2020-02-07,East,Washington,50,18,32,0.36,12-12,6-20
1610612764,Warriors,0,22019,2020-02-22,East,Washington,54,20,34,0.37,13-14,7-20
1610612764,Warriors,0,22019,2020-02-21,East,Washington,54,20,34,0.37,13-14,7-20
1610612740,Pelicans,0,22019,2020-01-25,West,New Orleans,46,17,29,0.37,8-15,9-14
1610612740,Pelicans,0,22019,2020-01-24,West,New Orleans,46,17,29,0.37,8-15,9-14
1610612741,Bulls,0,22019,2020-01-23,East,Chicago,46,17,29,0.37,10-14,7-15
1610612741,Bulls,0,22019,2020-01-22,East,Chicago,46,17,29,0.37,10-14,7-15
1610612758,Warriors,0,22019,2020-01-28,West,Sacramento,46,17,29,0.37,8-13,9-16
1610612758,Warriors,0,22019,2020-01-27,West,Sacramento,46,17,29,0.37,8-13,9-16
1610612765,Warriors,0,22019,2020-01-24,East,Detroit,46,17,29,0.37,9-14,8-15
1610612741,Bulls,0,22019,2020-01-30,East,Chicago,50,19,31,0.38,11-15,8-16
1610612741,Bulls,0,22019,2020-01-29,East,Chicago,50,19,31,0.38,11-15,8-16
1610612758,Warriors,0,22019,2020-02-06,West,Sacramento,50,19,31,0.38,9-15,10-16
1610612758,Warriors,0,22019,2020-02-05,West,Sacramento,50,19,31,0.38,9-15,10-16
1610612758,Warriors,0,22019,2020-02-04,West,Sacramento,50,19,31,0.38,9-15,10-16
1610612758,Warriors,0,22019,2020-02-03,West,Sacramento,50,19,31,0.38,9-15,10-16
1610612756,Warriors,0,22019,2020-02-28,West,Phoenix,60,24,36,0.4,11-20,13-16
1610612756,Warriors,0,22019,2020-02-20,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-19,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-18,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-17,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-16,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-15,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-14,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-13,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612756,Warriors,0,22019,2020-02-12,West,Phoenix,55,22,33,0.4,11-18,11-15
1610612758,Warriors,0,22019,2020-02-21,West,Sacramento,55,22,33,0.4,12-15,10-18
1610612758,Warriors,0,22019,2020-02-20,West,Sacramento,55,22,33,0.4,12-15,10-18
1610612740,Pelicans,0,22019,2020-02-03,West,New Orleans,50,20,30,0.4,10-15,10-15
1610612740,Pelicans,0,22019,2020-02-02,West,New Orleans,50,20,30,0.4,10-15,10-15
1610612756,Warriors,0,22019,2020-02-04,West,Phoenix,50,20,30,0.4,9-17,11-13
1610612756,Warriors,0,22019,2020-02-03,West,Phoenix,50,20,30,0.4,9-17,11-13
1610612756,Warriors,0,22019,2020-01-15,West,Phoenix,40,16,24,0.4,9-14,7-10
1610612756,Warriors,0,22019,2020-01-14,West,Phoenix,40,16,24,0.4,9-14,7-10
1610612757,Warriors,0,22019,2020-01-12,West,Portland,40,16,24,0.4,8-10,8-14
1610612757,Warriors,0,22019,2020-01-11,West,Portland,40,16,24,0.4,8-10,8-14
1610612755,Warriors,0,22019,2019-12-30,East,Philadelphia,35,23,12,657,16-2,7-10
1610612755,Warriors,0,22019,2019-12-29,East,Philadelphia,35,23,12,657,16-2,7-10
1610612755,Warriors,0,22019,2019-12-28,East,Philadelphia,35,23,12,657,16-2,7-10
1610612750,Warriors,0,22019,2020-01-06,West,Minnesota,35,14,21,0.4,5-11,9-10
1610612750,Warriors,0,22019,2020-01-05,West,Minnesota,35,14,21,0.4,5-11,9-10
1610612756,Warriors,0,22019,2020-01-04,West,Phoenix,35,14,21,0.4,7-12,7-9
1610612756,Warriors,0,22019,2020-01-03,West,Phoenix,35,14,21,0.4,7-12,7-9
1610612757,Warriors,0,22019,2020-01-02,West,Portland,35,14,21,0.4,8-9,6-12
1610612757,Warriors,0,22019,2020-01-01,West,Portland,35,14,21,0.4,8-9,6-12
1610612756,Warriors,0,22019,2020-01-13,West,Phoenix,39,16,23,0.41,9-14,7-9
1610612754,Warriors,0,22019,2019-12-31,East,Indiana,34,22,12,647,15-3,7-9
1610612756,Warriors,0,22019,2020-01-12,West,Phoenix,39,16,23,0.41,9-14,7-9
1610612757,Warriors,0,22019,2020-01-10,West,Portland,39,16,23,0.41,8-9,8-14
1610612757,Warriors,0,22019,2020-01-09,West,Portland,39,16,23,0.41,8-9,8-14
1610612742,Mavericks,0,22019,2019-12-31,West,Dallas,33,21,12,636,9-7,12-5
1610612754,Warriors,0,22019,2019-12-30,East,Indiana,33,21,12,636,14-3,7-9
1610612754,Warriors,0,22019,2019-12-29,East,Indiana,33,21,12,636,14-3,7-9
1610612754,Warriors,0,22019,2019-12-28,East,Indiana,33,21,12,636,14-3,7-9
1610612753,Warriors,0,22019,2020-02-04,East,Orlando,50,22,28,0.44,13-12,9-16
1610612762,Warriors,0,22019,2019-12-31,West,Utah,33,21,12,636,13-3,8-9
1610612762,Warriors,0,22019,2019-12-30,West,Utah,33,21,12,636,13-3,8-9
1610612762,Warriors,0,22019,2019-12-29,West,Utah,32,20,12,625,12-3,8-9
1610612762,Warriors,0,22019,2019-12-28,West,Utah,32,20,12,625,12-3,8-9
1610612762,Warriors,0,22019,2019-12-27,West,Utah,31,19,12,613,12-3,7-9
1610612762,Warriors,0,22019,2019-12-26,West,Utah,31,19,12,613,12-3,7-9
1610612751,Warriors,0,22019,2019-12-18,East,Brooklyn,27,15,12,556,8-5,7-7
1610612751,Warriors,0,22019,2019-12-17,East,Brooklyn,27,15,12,556,8-5,7-7
1610612753,Warriors,0,22019,2019-12-10,East,Orlando,23,11,12,478,8-4,3-8
1610612753,Warriors,0,22019,2019-12-09,East,Orlando,23,11,12,478,8-4,3-8
1610612756,Warriors,0,22019,2019-12-10,West,Phoenix,23,11,12,478,6-7,5-5
1610612756,Warriors,0,22019,2019-12-09,West,Phoenix,23,11,12,478,6-7,5-5
1610612760,Warriors,0,22019,2019-12-10,West,Oklahoma City,23,11,12,478,7-5,4-7
1610612760,Warriors,0,22019,2019-12-09,West,Oklahoma City,23,11,12,478,7-5,4-7
1610612750,Warriors,0,22019,2019-12-08,West,Minnesota,22,10,12,455,3-7,7-5
1610612756,Warriors,0,22019,2019-12-08,West,Phoenix,22,10,12,455,5-7,5-5
1610612756,Warriors,0,22019,2019-12-07,West,Phoenix,22,10,12,455,5-7,5-5
1610612760,Warriors,0,22019,2019-12-08,West,Oklahoma City,22,10,12,455,7-5,3-7
1610612760,Warriors,0,22019,2019-12-07,West,Oklahoma City,21,9,12,429,7-5,2-7
1610612760,Warriors,0,22019,2019-12-06,West,Oklahoma City,21,9,12,429,7-5,2-7
1610612757,Warriors,0,22019,2019-11-28,West,Portland,19,7,12,368,2-4,5-8
1610612757,Warriors,0,22019,2019-11-27,West,Portland,19,7,12,368,2-4,5-8
1610612766,Warriors,0,22019,2019-11-28,East,Charlotte,19,7,12,368,4-5,3-7
1610612766,Warriors,0,22019,2019-11-27,East,Charlotte,19,7,12,368,4-5,3-7
1610612740,Pelicans,0,22019,2019-11-28,West,New Orleans,18,6,12,333,4-5,2-7
1610612740,Pelicans,0,22019,2019-11-27,West,New Orleans,18,6,12,333,4-5,2-7
1610612741,Bulls,0,22019,2019-11-26,East,Chicago,18,6,12,333,3-7,3-5
1610612741,Bulls,0,22019,2019-11-25,East,Chicago,18,6,12,333,3-7,3-5
1610612757,Warriors,0,22019,2019-11-26,West,Portland,18,6,12,333,1-4,5-8
1610612757,Warriors,0,22019,2019-11-25,West,Portland,18,6,12,333,1-4,5-8
1610612759,Warriors,0,22019,2019-11-26,West,San Antonio,18,6,12,333,4-5,2-7
1610612759,Warriors,0,22019,2019-11-25,West,San Antonio,18,6,12,333,4-5,2-7
1610612764,Warriors,0,22019,2019-12-02,East,Washington,18,6,12,333,3-4,3-8
1610612764,Warriors,0,22019,2019-12-01,East,Washington,18,6,12,333,3-4,3-8
1610612765,Warriors,0,22019,2019-11-28,East,Detroit,18,6,12,333,5-3,1-9
1610612765,Warriors,0,22019,2019-11-27,East,Detroit,18,6,12,333,5-3,1-9
1610612766,Warriors,0,22019,2019-11-26,East,Charlotte,18,6,12,333,3-5,3-7
1610612766,Warriors,0,22019,2019-11-25,East,Charlotte,18,6,12,333,3-5,3-7
1610612739,Cavaliers,0,22019,2019-11-26,East,Cleveland,17,5,12,294,3-5,2-7
1610612739,Cavaliers,0,22019,2019-11-25,East,Cleveland,17,5,12,294,3-5,2-7
1610612757,Warriors,0,22019,2019-11-24,West,Portland,17,5,12,294,1-4,4-8
1610612757,Warriors,0,22019,2019-11-23,West,Portland,17,5,12,294,1-4,4-8
1610612763,Warriors,0,22019,2019-11-28,West,Memphis,17,5,12,294,3-8,2-4
1610612763,Warriors,0,22019,2019-11-27,West,Memphis,17,5,12,294,3-8,2-4
1610612762,Warriors,0,22019,2019-12-12,West,Utah,25,14,11,0.56,9-3,5-8
1610612762,Warriors,0,22019,2019-12-11,West,Utah,25,14,11,0.56,9-3,5-8
1610612753,Warriors,0,22019,2019-12-08,East,Orlando,22,11,11,0.5,8-4,3-7
1610612753,Warriors,0,22019,2019-12-07,East,Orlando,22,11,11,0.5,8-4,3-7
1610612753,Warriors,0,22019,2019-12-06,East,Orlando,22,11,11,0.5,8-4,3-7
1610612753,Warriors,0,22019,2019-12-03,East,Orlando,20,9,11,0.45,7-4,2-7
1610612756,Warriors,0,22019,2019-12-04,West,Phoenix,20,9,11,0.45,5-7,4-4
1610612753,Warriors,0,22019,2020-02-03,East,Orlando,50,22,28,0.44,13-12,9-16
1610612759,Warriors,0,22019,2020-02-05,West,San Antonio,50,22,28,0.44,14-12,8-16
1610612759,Warriors,0,22019,2020-02-04,West,San Antonio,50,22,28,0.44,14-12,8-16
1610612753,Warriors,0,22019,2020-03-01,East,Orlando,60,27,33,0.45,16-14,11-19
1610612753,Warriors,0,22019,2020-02-29,East,Orlando,60,27,33,0.45,16-14,11-19
1610612751,Warriors,0,22019,2020-01-17,East,Brooklyn,40,18,22,0.45,11-9,7-13
1610612751,Warriors,0,22019,2020-01-16,East,Brooklyn,40,18,22,0.45,11-9,7-13
1610612751,Warriors,0,22019,2020-01-15,East,Brooklyn,40,18,22,0.45,11-9,7-13
1610612763,Warriors,0,22019,2020-01-13,West,Memphis,40,18,22,0.45,10-12,8-10
1610612763,Warriors,0,22019,2020-01-12,West,Memphis,40,18,22,0.45,10-12,8-10
1610612751,Warriors,0,22019,2020-02-07,East,Brooklyn,50,23,27,0.46,15-12,8-15
1610612751,Warriors,0,22019,2020-02-06,East,Brooklyn,50,23,27,0.46,15-12,8-15
1610612751,Warriors,0,22019,2020-02-05,East,Brooklyn,50,23,27,0.46,15-12,8-15
1610612757,Warriors,0,22019,2020-02-03,West,Portland,50,23,27,0.46,13-11,10-16
1610612757,Warriors,0,22019,2020-02-02,West,Portland,50,23,27,0.46,13-11,10-16
1610612757,Warriors,0,22019,2020-02-01,West,Portland,50,23,27,0.46,13-11,10-16
1610612763,Warriors,0,22019,2020-02-02,West,Memphis,49,24,25,0.49,14-13,10-12
1610612763,Warriors,0,22019,2020-02-01,West,Memphis,49,24,25,0.49,14-13,10-12
1610612763,Warriors,0,22019,2020-01-31,West,Memphis,49,24,25,0.49,14-13,10-12
1610612746,Warriors,0,22019,2019-12-31,West,LA Clippers,35,24,11,6.859.999.999.999.990,14-3,10-8
1610612763,Warriors,0,22019,2020-02-23,West,Memphis,56,28,28,0.5,16-13,12-15
1610612763,Warriors,0,22019,2020-02-22,West,Memphis,56,28,28,0.5,16-13,12-15
1610612745,Warriors,0,22019,2019-12-31,West,Houston,34,23,11,6.759.999.999.999.990,12-4,11-7
1610612746,Warriors,0,22019,2019-12-30,West,LA Clippers,34,23,11,6.759.999.999.999.990,14-3,9-8
1610612746,Warriors,0,22019,2019-12-29,West,LA Clippers,34,23,11,6.759.999.999.999.990,14-3,9-8
1610612746,Warriors,0,22019,2019-12-28,West,LA Clippers,34,23,11,6.759.999.999.999.990,14-3,9-8
1610612755,Warriors,0,22019,2019-12-27,East,Philadelphia,34,23,11,6.759.999.999.999.990,16-2,7-9
1610612763,Warriors,0,22019,2020-02-21,West,Memphis,56,28,28,0.5,16-13,12-15
1610612761,Warriors,0,22019,2019-12-31,East,Toronto,34,23,11,6.759.999.999.999.990,14-5,9-6
1610612742,Mavericks,0,22019,2019-12-30,West,Dallas,32,21,11,6.559.999.999.999.990,9-7,12-4
1610612742,Mavericks,0,22019,2019-12-29,West,Dallas,32,21,11,6.559.999.999.999.990,9-7,12-4
1610612754,Warriors,0,22019,2019-12-27,East,Indiana,32,21,11,6.559.999.999.999.990,14-3,7-8
1610612762,Warriors,0,22019,2019-12-16,West,Utah,26,15,11,5.770.000.000.000.000,10-3,5-8
1610612762,Warriors,0,22019,2019-12-15,West,Utah,26,15,11,5.770.000.000.000.000,10-3,5-8
1610612762,Warriors,0,22019,2019-12-14,West,Utah,26,15,11,5.770.000.000.000.000,10-3,5-8
1610612762,Warriors,0,22019,2019-12-13,West,Utah,26,15,11,5.770.000.000.000.000,10-3,5-8
1610612763,Warriors,0,22019,2020-02-08,West,Memphis,52,26,26,0.5,15-13,11-13
1610612763,Warriors,0,22019,2020-02-07,West,Memphis,52,26,26,0.5,15-13,11-13
1610612763,Warriors,0,22019,2020-02-04,West,Memphis,50,25,25,0.5,15-13,10-12
1610612763,Warriors,0,22019,2020-02-03,West,Memphis,50,25,25,0.5,15-13,10-12
1610612763,Warriors,0,22019,2020-01-30,West,Memphis,48,24,24,0.5,14-13,10-11
1610612763,Warriors,0,22019,2020-01-29,West,Memphis,48,24,24,0.5,14-13,10-11
1610612751,Warriors,0,22019,2020-01-01,East,Brooklyn,32,16,16,0.5,9-6,7-10
1610612763,Warriors,0,22019,2020-02-06,West,Memphis,51,26,25,0.51,15-13,11-12
1610612763,Warriors,0,22019,2020-02-05,West,Memphis,51,26,25,0.51,15-13,11-12
1610612742,Mavericks,0,22019,2020-02-29,West,Dallas,60,36,24,0.6,16-14,20-10
1610612742,Mavericks,0,22019,2020-02-28,West,Dallas,60,36,24,0.6,16-14,20-10
1610612745,Warriors,0,22019,2019-12-30,West,Houston,33,22,11,667,11-4,11-7
1610612745,Warriors,0,22019,2019-12-29,West,Houston,33,22,11,667,11-4,11-7
1610612761,Warriors,0,22019,2019-12-30,East,Toronto,33,22,11,667,13-5,9-6
1610612761,Warriors,0,22019,2019-12-29,East,Toronto,33,22,11,667,13-5,9-6
1610612762,Warriors,0,22019,2019-12-22,West,Utah,29,18,11,621,11-3,7-8
1610612762,Warriors,0,22019,2019-12-21,West,Utah,29,18,11,621,11-3,7-8
1610612762,Warriors,0,22019,2019-12-20,West,Utah,28,17,11,607,11-3,6-8
1610612762,Warriors,0,22019,2019-12-19,West,Utah,28,17,11,607,11-3,6-8
1610612762,Warriors,0,22019,2019-12-18,West,Utah,27,16,11,593,11-3,5-8
1610612762,Warriors,0,22019,2019-12-17,West,Utah,27,16,11,593,11-3,5-8
1610612751,Warriors,0,22019,2019-12-13,East,Brooklyn,24,13,11,542,7-5,6-6
1610612751,Warriors,0,22019,2019-12-12,East,Brooklyn,24,13,11,542,7-5,6-6
1610612751,Warriors,0,22019,2019-12-11,East,Brooklyn,24,13,11,542,7-5,6-6
1610612762,Warriors,0,22019,2019-12-10,West,Utah,24,13,11,542,9-3,4-8
1610612762,Warriors,0,22019,2019-12-09,West,Utah,24,13,11,542,9-3,4-8
1610612750,Warriors,0,22019,2019-12-07,West,Minnesota,21,10,11,476,3-7,7-4
1610612750,Warriors,0,22019,2019-12-06,West,Minnesota,21,10,11,476,3-7,7-4
1610612753,Warriors,0,22019,2019-12-05,East,Orlando,21,10,11,476,8-4,2-7
1610612753,Warriors,0,22019,2019-12-04,East,Orlando,21,10,11,476,8-4,2-7
1610612756,Warriors,0,22019,2019-12-06,West,Phoenix,21,10,11,476,5-7,5-4
1610612756,Warriors,0,22019,2019-12-05,West,Phoenix,21,10,11,476,5-7,5-4
1610612753,Warriors,0,22019,2019-12-02,East,Orlando,19,8,11,421,7-4,1-7
1610612753,Warriors,0,22019,2019-12-01,East,Orlando,19,8,11,421,7-4,1-7
1610612758,Warriors,0,22019,2019-12-03,West,Sacramento,19,8,11,421,5-4,3-7
1610612758,Warriors,0,22019,2019-12-02,West,Sacramento,19,8,11,421,5-4,3-7
1610612760,Warriors,0,22019,2019-12-03,West,Oklahoma City,19,8,11,421,6-4,2-7
1610612760,Warriors,0,22019,2019-12-02,West,Oklahoma City,19,8,11,421,6-4,2-7
1610612760,Warriors,0,22019,2019-12-01,West,Oklahoma City,19,8,11,421,6-4,2-7
1610612753,Warriors,0,22019,2019-11-30,East,Orlando,18,7,11,389,6-4,1-7
1610612753,Warriors,0,22019,2019-11-29,East,Orlando,18,7,11,389,6-4,1-7
1610612760,Warriors,0,22019,2019-11-30,West,Oklahoma City,18,7,11,389,6-4,1-7
1610612760,Warriors,0,22019,2019-11-29,West,Oklahoma City,18,7,11,389,6-4,1-7
1610612740,Pelicans,0,22019,2019-11-26,West,New Orleans,17,6,11,353,4-4,2-7
1610612740,Pelicans,0,22019,2019-11-25,West,New Orleans,17,6,11,353,4-4,2-7
1610612740,Pelicans,0,22019,2019-11-24,West,New Orleans,17,6,11,353,4-4,2-7
1610612741,Bulls,0,22019,2019-11-24,East,Chicago,17,6,11,353,3-6,3-5
1610612741,Bulls,0,22019,2019-11-23,East,Chicago,17,6,11,353,3-6,3-5
1610612759,Warriors,0,22019,2019-11-24,West,San Antonio,17,6,11,353,4-4,2-7
1610612759,Warriors,0,22019,2019-11-23,West,San Antonio,17,6,11,353,4-4,2-7
1610612760,Warriors,0,22019,2019-11-28,West,Oklahoma City,17,6,11,353,5-4,1-7
1610612760,Warriors,0,22019,2019-11-27,West,Oklahoma City,17,6,11,353,5-4,1-7
1610612764,Warriors,0,22019,2019-11-30,East,Washington,17,6,11,353,3-4,3-7
